STATIONID,STREAM_NAME,LAT,LONG,HUC8,HUC8NAME,HUC10,HUC12,HUC_12_Name,COUNTY,YEAR,MONTH,DAY,METHOD,METHOD_DES,SmallFrees,LargeFrees,Richness,richEPT,richEPTptv,richTcadd,richEmay,PTVbeck3,PTVbeck4,HILSindex,SHANdivers,PTVpct03,PTVpct710,INST_COVER,EPI_SUB,EMBEDDED,VELO_DEPTH,CHAN_ALT,SED_DEP,FREQ_RIFF,CHAN_FLOW,COND_BANKS,BANK_VEG,GRAZING,RIP_VEG_ZO,HAB_TOTAL,AREAsqmi,Standardization,Regular_IBI,SPEAR_IBI,IBI_Adjusted_Abundance_,R_IBI_Total_Taxa_Richness,R_IBI_EPT_Taxa_Richness,R_IBI_Beck's_Index,R_IBI_Hilsenhoff_Biotic_Index,R_IBI_Shannon_Diversity_Index,R_IBI_Percent_Sensitive_Individuals,R_IBI_Total_Individuals_Sampled,S_IBI_Total_Taxa_Richness,S_IBI_EPT_Taxa_Richness,S_IBI_Beck's_Index,S_IBI_Hilsenhoff_Biotic_Index,S_IBI_Shannon_Diversity_Index,S_IBI_Percent_Sensitive_Individuals,S_IBI_Total_Individuals_Sampled,A_IBI_Total_Taxa_Richness,A_IBI_EPT_Taxa_Richness,A_IBI_Beck's_Index,A_IBI_Hilsenhoff_Biotic_Index,A_IBI_Shannon_Diversity_Index,A_IBI_Percent_Sensitive_Individuals,A_IBI_Total_Individuals_Sampled,LC_Sites,Urban,Forested,Agriculture,OpenWaterWetland_,NA
20210428-1005-rwhiteash,Unnamed__Tributary_to_Brush_Creek,39.86658972,-78.897556,02070002,North_Branch_Potomac,0207000205,020700020501,Brush_Creek,Somerset,2021,4,28,Freestone,"6-Dframe_Composite,_200_subsample",80.7386,NA,26,14,13,2,6,24,25,2.1,2.48,76,0,18,19,16,17,16,17,19,17,15,12,16,10,192,0.8,<25_standardizations,80.71922635,58.33317655,67.76215762,26,13,24,2.100961538,2.478317904,75.96153846,208,19,7,15,0.289855072,2.069648509,20.28985507,207,19,11,16,2.676328502,2.069648509,72.9468599,207,20210428-1005-rwhiteash_Watersh,6.517205422,87.95620438,5.474452555,0.052137643,NA
20210428-1105-dushull,Hillegas_Run,39.9116907,-78.81901605,02070002,North_Branch_Potomac,0207000205,020700020501,Brush_Creek,Somerset,2021,4,28,Freestone,"6-Dframe_Composite,_200_subsample",64.8866,NA,13,8,8,2,3,14,15,1.73,2.03,92.7,0,15,15,15,14,19,15,17,14,10,16,17,15,182,3.7,<25_standardizations,66.84912706,48.63191614,56.44367841,13,8,14,1.731707317,2.033966119,92.68292683,205,12,5,6,0.317073171,2.009408911,20,205,12,8,11,3.170731707,2.009408911,64.87804878,205,20210428-1105-dushull_Watershed,5.050505051,72.43589744,22.49417249,0.019425019,NA
20210428-1130-jlorson,Robinson_Fork,40.05208546,-80.44029024,05030106,Upper_Ohio-Wheeling,0503010604,050301060402,Robinson_Fork,Washington,2021,4,28,Freestone,"6-Dframe_Composite,_200_subsample",56.0215,NA,24,18,12,5,8,11,18,4.49,2.56,11.7,1,14,12,15,18,19,13,13,18,14,19,18,16,189,6,<25_standardizations,56.01404335,63.11240254,50.96130946,24,12,11,4.494897959,2.559245053,11.73469388,196,20,8,12,0.867346939,2.387271181,40.81632653,196,20,11,6,4.576530612,2.387271181,17.85714286,196,20210428-1130-jlorson_Watershed,6.56207926,69.2091553,24.17022771,0.058537728,NA
20210428-1145-tdaley,Bowers_Creek,41.0025947,-75.40995685,2040104,Middle_Delaware,0204010408,020401040801,Upper_McMichael_Creek,Monroe,2021,4,28,Freestone,"6-Dframe_Composite,_200_subsample",90.686,NA,31,22,18,7,10,33,35,2.69,2.94,66.3,0,19,18,14,17,18,12,16,18,19,20,18,16,205,1.3,<25_standardizations,91.16511467,66.93087771,71.83203246,31,18,33,2.689473684,2.941509936,66.31578947,190,22,10,12,0.657894737,2.717852947,34.21052632,190,22,13,22,3.152631579,2.717852947,49.47368421,190,20210428-1145-tdaley_Watershed_,1.019283747,98.31955923,0,0.661157025,NA
20210428-1300-jlorson,Beham_Run,40.00997702,-80.48527041,05030106,Upper_Ohio-Wheeling,0503010604,050301060402,Robinson_Fork,Washington,2021,4,28,Freestone,"6-Dframe_Composite,_200_subsample",52.0536,NA,18,14,11,3,8,15,18,4.71,1.92,23.7,1.9,16,14,16,13,8,13,19,19,16,19,16,8,177,1.7,<25_standardizations,52.05219435,48.51784698,51.58708955,18,11,15,4.706161137,1.918500325,23.69668246,211,17,5,6,2.180094787,1.91193021,28.90995261,211,17,11,11,4.587677725,1.91193021,31.7535545,211,20210428-1300-jlorson_Watershed,7.311164942,78.06650518,14.62232988,0,NA
20210428-1320-tdaley,Brodhead_Creek,40.99243581,-75.13722569,02040104,Middle_Delaware,0204010409,020401040905,Lower_Broadhead_Creek,Monroe,2021,4,28,Freestone,"6-Dframe_Composite,_200_subsample",NA,31.8666,14,7,5,3,4,2,8,5.98,1.15,5.1,9.2,15,13,14,13,18,13,13,15,11,13,14,15,167,258.1,>50_std,31.862916,30.53531709,28.29276733,14,5,2,5.984693878,1.151203516,5.102040816,196,13,1,0,3.647959184,1.138438148,2.551020408,196,13,3,1,6.086734694,1.138438148,5.612244898,196,20210428-1320-tdaley_Watershed_,22.18901373,68.93160216,3.646609118,5.232774992,NA
20210428-1410-jlorson,Unnamed__Tributary_to_Robinson_Fork,40.00252652,-80.4992879,5030106,Upper_Ohio-Wheeling,0503010604,050301060402,Robinson_Fork,Washington,2021,4,28,Freestone,"6-Dframe_Composite,_200_subsample",20.6778,NA,10,6,4,1,2,4,5,8.22,1.1,1.5,58.9,17,15,12,14,8,13,18,19,13,16,11,5,161,0.8,<25_standardizations,20.64617044,34.05075019,21.0531135,10,4,4,8.222772277,1.096050501,1.485148515,202,9,4,6,1.675126904,1.004926145,2.030456853,197,9,5,5,8.21319797,1.004926145,2.030456853,197,20210428-1410-jlorson_Watershed,3.362474781,73.9071957,22.73032952,0,NA
20210428-1440-tdaley,Brodhead_Creek,40.99713751,-75.14183041,02040104,Middle_Delaware,0204010409,020401040905,Lower_Broadhead_Creek,Monroe,2021,4,28,Freestone,"6-Dframe_Composite,_200_subsample",NA,45.3236,18,9,7,5,4,10,15,5.38,1.36,7.1,0.5,17,19,14,16,20,14,19,16,8,10,17,17,187,237.2,>50_std,45.33568226,35.83095622,41.49555572,18,7,10,5.38071066,1.362099767,7.106598985,197,16,3,0,3.47715736,1.321398318,3.045685279,197,16,6,9,5.578680203,1.321398318,6.091370558,197,20210428-1440-tdaley_Watershed_,22.20166761,68.8849567,3.865653235,5.047722459,NA
20210428-1630-tdaley,Brodhead_Creek,40.99008336,-75.16304843,02040104,Middle_Delaware,0204010409,020401040905,Lower_Broadhead_Creek,Monroe,2021,4,28,Freestone,"6-Dframe_Composite,_200_subsample",NA,62.059,24,15,12,5,9,13,21,4.88,1.79,16.4,0,18,19,15,16,13,15,18,18,16,17,17,15,197,236.6,>50_std,62.04767984,43.11180932,49.7421852,24,12,13,4.879227053,1.786649446,16.42512077,207,17,4,3,2.86407767,1.621571655,3.883495146,206,17,8,9,5.199029126,1.621571655,17.96116505,206,20210428-1630-tdaley_Watershed_,22.04417795,69.02402923,3.873362487,5.058430335,NA
20210429-0840-rwhiteash,Isers_Run,39.85909529,-79.19477368,05020006,Youghiogheny,0502000607,050200060707,Town_Line_Run,Somerset,2021,4,29,Freestone,"6-Dframe_Composite,_200_subsample",94.365,NA,36,23,18,7,10,43,39,2.42,3.05,65.9,0.9,20,19,19,19,18,17,20,19,18,17,19,20,225,6.7,<25_standardizations,99.15861001,64.14498635,75.77911662,36,18,43,2.422727273,3.046925604,65.90909091,220,25,9,12,0.688073394,2.693352989,17.88990826,218,25,14,25,2.885321101,2.693352989,48.62385321,218,20210429-0840-rwhiteash_Watersh,2.512926577,94.29162358,0.299896587,2.895553257,NA
20210429-1100-jadetweile,Long_Run,39.85793883,-80.40464332,05030106,Upper_Ohio-Wheeling,0503010605,050301060501,North_Fork_Dunkard_Fork,Greene,2021,4,29,Freestone,"6-Dframe_Composite,_200_subsample",62.1313,NA,24,16,14,2,9,14,20,4.4,2.62,24.4,5.1,14,19,14,10,12,16,20,19,11,11,9,9,164,2.4,<25_standardizations,62.10691527,58.67589627,56.23469039,24,14,14,4.395939086,2.615538214,24.36548223,197,20,6,12,1.040609137,2.407471928,28.42639594,197,20,12,13,4.710659898,2.407471928,25.38071066,197,20210429-1100-jadetweile_Waters,5.923815237,84.52309538,9.553089382,0,NA
20210430-1245-tdaley,Sand_Hill_Creek,41.08464254,-75.00929063,02040104,Middle_Delaware,0204010406,020401040606,Lower_Bush_Kill,Monroe,2021,4,30,Freestone,"6-Dframe_Composite,_200_subsample",39.1078,NA,10,8,7,2,4,13,12,4.84,1.17,24.3,1.5,13,15,15,11,16,11,16,13,15,18,15,14,172,2.8,<25_standardizations,86.03576175,58.0988656,69.59518212,25,14,35,2.046391753,2.468565101,76.28865979,194,20,7,12,0.880829016,2.397303737,19.68911917,193,20,11,17,2.487046632,2.397303737,65.80310881,193,20210430-1245-tdaley_Watershed_,31.27512628,55.04587156,1.04112978,12.63787238,NA
20210503-1000-drebuck,Unnamed__Tributary_to_Mill_Race,40.93831464,-77.17430629,02050206,Lower_West_Branch_Susquehanna,0205020610,020502061005,Buffalo_Creek-West_Branch_Susquehanna_River,Union,2021,5,3,Freestone,"6-Dframe_Composite,_200_subsample",88.1725,NA,27,19,18,6,6,33,34,2.55,2.55,71.5,0.9,20,20,19,20,18,19,20,16,20,20,18,20,230,3.8,<25_standardizations,88.17003907,64.8944111,69.66981542,27,18,33,2.546728972,2.54857513,71.4953271,214,20,10,15,1.179245283,2.380475337,37.73584906,212,20,13,20,2.561320755,2.380475337,51.88679245,212,20210503-1000-drebuck_Watershed,2.426527456,96.95475638,0.618716164,0,NA
20210503-1225-drebuck,Unnamed__Tributary_to_Mill_Race,40.92366327,-77.12995089,02050206,Lower_West_Branch_Susquehanna,0205020610,020502061005,Buffalo_Creek-West_Branch_Susquehanna_River,Union,2021,5,3,Freestone,"6-Dframe_Composite,_200_subsample",51.047,NA,24,12,9,4,6,11,16,5.11,2.16,18.1,3.3,16,17,14,16,16,15,16,14,13,17,14,14,182,5.9,<25_standardizations,50.96525731,40.76764031,41.35209926,24,9,11,5.148837209,2.158285445,18.13953488,215,16,3,3,1.990521327,1.866528473,7.109004739,211,16,7,9,5.421800948,1.866528473,14.69194313,211,20210503-1225-drebuck_Watershed,4.082998661,83.39418279,12.17597663,0.346841913,NA
20210504-0900-jadetweile,Ninemile_Run,40.42623691,-79.90578583,5020005,Lower_Monongahela,0502000508,050200050808,Streets_Run-Monongahela_River,Allegheny,2021,5,4,Freestone,"6-Dframe_Composite,_200_subsample",10.0816,NA,5,2,0,1,1,0,0,8.62,0.81,0,65.5,17,17,14,17,15,15,18,15,13,11,19,12,183,6,<25_standardizations,10.09150816,25.78515359,10.09150816,5,0,0,8.621359223,0.812190353,0,206,5,1,0,1.504854369,0.812190353,0.970873786,206,5,0,0,8.621359223,0.812190353,0,206,20210504-0900-jadetweile_Waters,18.96551724,79.65517241,1.379310345,0,NA
20210504-1000-jadetweile,Ninemile_Run,40.42716227,-79.90039915,05020005,Lower_Monongahela,0502000508,050200050808,Streets_Run-Monongahela_River,Allegheny,2021,5,4,Freestone,"6-Dframe_Composite,_200_subsample",10.6346,NA,4,2,0,2,0,0,0,8.02,0.78,0,50.7,12,18,17,18,16,13,20,19,16,16,19,17,201,6,<25_standardizations,10.65076611,28.29769999,10.65076611,4,0,0,8.023696682,0.784059362,0,211,4,1,0,0,0.784059362,1.421800948,211,4,0,0,8.023696682,0.784059362,0,211,20210504-1000-jadetweile_Waters,95.56307749,4.199066874,0.23785564,0,NA
20210504-1305-tdaley,Pond_Eddy_Creek,41.42874156,-74.82520526,02040104,Middle_Delaware,0204010405,020401040504,Twin_Lakes_Creek-Delaware_River,Pike,2021,5,4,Freestone,"6-Dframe_Composite,_200_subsample",89.6033,NA,30,21,17,6,11,42,36,2.57,2.53,65.2,2.4,18,19,18,16,20,18,20,19,18,19,19,19,223,6.8,<25_standardizations,91.34955464,56.3409519,72.50675936,30,17,42,2.574879227,2.529749094,65.2173913,207,22,9,9,0.975609756,2.282709635,7.804878049,205,22,13,25,3.053658537,2.282709635,58.04878049,205,20210504-1305-tdaley_Watershed_,0.607564174,92.34975444,0,7.042681383,NA
20210505-0713-twertz,Unnamed__Tributary_to_Laurel_Creek,40.72564878,-77.65086974,02050304,Lower_Juniata,0205030406,020503040602,Laurel_Creek,Mifflin,2021,5,5,Freestone,"6-Dframe_Composite,_200_subsample",90.534,NA,27,18,16,5,7,33,33,1.99,2.7,82.1,0.5,18,20,20,19,20,20,20,19,20,20,20,18,234,1.8,<25_standardizations,90.54244633,62.204224,70.28605212,27,16,33,1.990049751,2.701845562,82.08955224,201,19,8,12,0.55,2.555349653,30.5,200,19,12,19,2.65,2.555349653,60,200,20210505-0713-twertz_Watershed_,5.090223539,94.90977646,0,0,NA
20210505-0757-mshank,Lingle_Creek,40.70811858,-77.66275305,02050304,Lower_Juniata,0205030406,020503040602,Laurel_Creek,Mifflin,2021,5,5,Freestone,"6-Dframe_Composite,_200_subsample",86.8283,NA,29,20,17,7,9,34,32,2.94,2.66,62.6,1.9,20,19,18,19,20,19,19,20,19,20,20,18,231,3.4,<25_standardizations,86.81961307,61.07994365,70.53320586,29,17,34,2.943925234,2.659346766,62.61682243,214,23,10,9,0.537383178,2.367345208,17.75700935,214,23,14,25,3.705607477,2.367345208,45.3271028,214,20210505-0757-mshank_Watershed_,3.47379848,96.44725155,0,0.078949965,NA
20210505-0833-twertz,Tea_Creek,40.69499429,-77.62577918,02050304,Lower_Juniata,0205030407,020503040702,Lower_Kishacoquillas_Creek,Mifflin,2021,5,5,Freestone,"6-Dframe_Composite,_200_subsample",82.813,NA,25,16,14,3,6,30,27,2.15,2.24,78.9,0,17,15,11,16,16,13,15,18,16,15,15,13,180,2.6,<25_standardizations,82.80246967,64.15701303,72.59552343,25,14,30,2.151960784,2.238163162,78.92156863,204,21,9,18,0.123152709,2.163140094,24.63054187,203,21,13,18,2.54679803,2.163140094,74.87684729,203,20210505-0833-twertz_Watershed_,6.381525007,93.16753211,0.423613009,0.027329872,NA
20210505-1014-mshank,Unnamed__Tributary_to_Honey_Creek,40.69306236,-77.55808332,02050304,Lower_Juniata,0205030406,020503040603,Honey_Creek-Kishacoquillas_Creek,Mifflin,2021,5,5,Freestone,"6-Dframe_Composite,_200_subsample",57.5475,NA,23,13,10,7,5,16,21,4.23,2.42,21.2,1,15,16,19,18,15,17,15,18,18,13,14,13,191,1.7,<25_standardizations,57.57946,52.92165796,47.14839369,23,10,16,4.226600985,2.424894871,21.18226601,203,19,6,0,1.231527094,2.305557996,33.49753695,203,19,7,8,4.709359606,2.305557996,18.22660099,203,20210505-1014-mshank_Watershed_,20.03606492,2.925265478,76.95852535,0.08014426,NA
20210505-1215-twertz,Kishacoquillas_Creek,40.58969456,-77.7451226,02050304,Lower_Juniata,0205030407,020503040701,Upper_Kishacoquillas_Creek,Mifflin,2021,5,5,Limestone,"Limestone:_2-Dframe_Composite,_300_subsample",NA,NA,15,4,1,2,2,1,6,5,1.8,2.4,0.5,11,9,8,8,10,7,9,16,7,10,9,7,111,13.3,<25_standardizations,30.14150366,40.82839849,26.8128046,15,1,1,5.004761905,1.804330523,2.380952381,210,12,0,0,1.119047619,1.673836455,34.28571429,210,12,1,0,5.166666667,1.673836455,0.952380952,210,20210505-1215-twertz_Watershed_,7.553391163,37.90645767,54.53507837,0.005072795,NA
20210506-0930-jadetweile,Pigeon_Creek,40.13879589,-79.98751145,05020005,Lower_Monongahela,0502000508,050200050804,Pigeon_Creek,Washington,2021,5,6,Freestone,"6-Dframe_Composite,_200_subsample",13.9606,14.801,10,3,0,1,2,0,2,8.5,1,0,64.5,16,20,17,17,14,11,20,17,16,16,10,11,185,41.1,<25_standardizations,13.96885395,29.08555813,14.26850411,10,0,0,8.495454545,0.999809139,0,220,9,1,0,1.363636364,0.98416354,0.909090909,220,9,1,0,8.486363636,0.98416354,0,220,20210506-0930-jadetweile_Waters,16.16950216,43.98274123,39.13231442,0.715442192,NA
20210506-1000-jadetweile,Pigeon_Creek,40.13896813,-79.98887669,05020005,Lower_Monongahela,0502000508,050200050804,Pigeon_Creek,Washington,2021,5,6,Freestone,"6-Dframe_Composite,_200_subsample",27.8916,30.9345,15,7,4,1,3,1,7,6.03,1.27,4.1,8.6,13,16,16,16,15,13,13,15,11,15,13,15,171,40.7,<25_standardizations,27.90721706,35.84383242,29.76953713,15,4,1,6.030456853,1.274200165,4.060913706,197,15,4,6,3.527918782,1.274200165,7.106598985,197,15,5,2,5.959390863,1.274200165,6.091370558,197,20210506-1000-jadetweile_Waters,16.26639516,43.73839612,39.2730944,0.722114323,NA
20210506-1325-tdaley,Unnamed__Tributary_to_Delaware_River,41.15530862,-74.91758904,02040104,Middle_Delaware,0204010407,020401040705,Hornbecks_Creek-Delaware_River,Pike,2021,5,6,Freestone,"6-Dframe_Composite,_200_subsample",92.0538,NA,30,20,16,4,11,38,33,2.13,2.78,70.1,0.5,19,18,18,20,20,18,20,19,16,18,19,19,224,3.5,<25_standardizations,92.06538975,60.78301187,71.26349339,30,16,38,2.134328358,2.781880047,70.14925373,201,22,8,12,0.703517588,2.508615135,18.59296482,199,22,12,19,2.904522613,2.508615135,61.30653266,199,20210506-1325-tdaley_Watershed_,13.18518519,80.16666667,0.462962963,6.185185185,NA
20210506-1655-tdaley,Conashaugh_Creek,41.27010013,-74.84711016,02040104,Middle_Delaware,0204010407,020401040704,Shimers_Brook-Delaware_River,Pike,2021,5,6,Freestone,"6-Dframe_Composite,_200_subsample",81.353,NA,19,15,14,3,6,33,27,1.61,2.06,82.8,0.5,17,16,16,15,20,16,19,18,15,18,18,17,205,1.8,<25_standardizations,81.90342513,52.84749287,69.51359686,19,14,33,1.60591133,2.05566328,82.75862069,203,16,7,12,0.566502463,1.998236638,11.8226601,203,16,11,20,2.206896552,1.998236638,77.83251232,203,20210506-1655-tdaley_Watershed_,6.572608396,91.91328286,0.395732966,1.118375774,NA
20210510-1305-drebuck,Unnamed__Tributary_to_Penns_Creek,40.85327563,-77.44782978,02050301,Lower_Susquehanna-Penns,0205030104,020503010403,Upper_Penns_Creek,Centre,2021,5,10,Freestone,"6-Dframe_Composite,_200_subsample",87.2628,NA,27,19,16,5,7,29,28,1.8,2.55,77.8,0,16,18,18,15,19,17,18,14,18,19,19,19,210,0.8,<25_standardizations,87.42471154,64.84893927,74.07522149,27,16,29,1.800904977,2.545428117,77.8280543,221,21,10,15,0.659090909,2.441324532,27.72727273,220,21,13,20,1.963636364,2.441324532,63.63636364,220,20210510-1305-drebuck_Watershed,0.042052145,99.87384357,0,0.084104289,NA
20210511-0840-ebendick,Jones_Mill_Run,40.0040136,-79.24174688,05020006,Youghiogheny,0502000606,050200060601,Laurel_Hill_Creek-Laurel_Hill_Lake_Dam,Somerset,2021,5,11,Freestone,"6-Dframe_Composite,_200_subsample",86.5516,NA,31,23,20,6,11,37,36,3.29,2.75,41.5,0,18,19,16,17,16,16,18,19,17,17,18,17,208,4.8,<25_standardizations,87.40043842,60.82807667,65.43913685,31,20,37,3.294930876,2.747678221,41.47465438,217,23,9,12,0.277777778,2.366580138,11.57407407,216,23,13,20,3.981481481,2.366580138,37.96296296,216,20210511-0840-ebendick_Watershe,8.407337313,91.54170913,0.00727908,0.04367448,NA
20210511-0915-jadetweile,Plum_Creek,40.51628685,-79.82029401,05010009,Lower_Allegheny,0501000903,050100090305,Plum_Creek,Allegheny,2021,5,11,Freestone,"6-Dframe_Composite,_200_subsample",20.156,NA,10,6,2,5,1,4,4,7.44,1.05,1.1,37.8,15,15,16,17,12,16,19,20,14,10,8,11,173,19.1,<25_standardizations,20.14608954,29.72649385,18.87194775,10,2,4,7.443243243,1.050063649,1.081081081,185,9,4,0,2.717391304,1.02197895,3.804347826,184,9,2,3,7.472826087,1.02197895,0.543478261,184,20210511-0915-jadetweile_Waters,46.1700606,45.4247751,8.388225995,0.016938307,NA
20210511-1100-smeans,Unnamed__Tributary_to_Norris_Brook,41.82741962,-77.36249469,02050104,Tioga,0205010406,020501040602,Norris_Brook,Tioga,2021,5,11,Freestone,"6-Dframe_Composite,_200_subsample",91.722,NA,27,19,16,6,6,39,33,1.62,2.56,80.1,0,16,15,17,17,19,14,19,18,14,12,20,20,201,1.2,<25_standardizations,92.68402872,67.39700857,75.10973554,27,16,39,1.621890547,2.555285953,80.09950249,201,21,10,12,0.422885572,2.444026752,44.7761194,201,21,13,19,1.736318408,2.444026752,68.65671642,201,20210511-1100-smeans_Watershed_,4.023552502,95.42034675,0.130847236,0.425253517,NA
20210511-1230-smeans,Norris_Brook,41.82444071,-77.3414213,02050104,Tioga,0205010406,020501040602,Norris_Brook,Tioga,2021,5,11,Freestone,"6-Dframe_Composite,_200_subsample",84.5818,NA,28,21,17,4,10,31,30,2.87,2.63,60.6,1.4,18,14,18,17,12,14,18,19,12,12,18,13,185,5.8,<25_standardizations,84.54965561,62.97994958,66.65613954,28,17,31,2.873239437,2.626851905,60.56338028,213,21,8,15,1.150234742,2.436897758,32.3943662,213,12,7,12,2.276699029,1.691776704,73.78640777,206,20210511-1230-smeans_Watershed_,4.259659227,81.44948404,13.88288937,0.407967363,NA
20210512-0900-jadetweile,Little_Plum_Creek,40.50477015,-79.75955534,05010009,Lower_Allegheny,0501000903,050100090305,Plum_Creek,Allegheny,2021,5,12,Freestone,"6-Dframe_Composite,_200_subsample",28.5583,NA,13,6,2,3,1,3,6,6.4,1.7,8.2,20,10,18,11,14,9,13,15,18,13,17,10,11,159,3.9,<25_standardizations,28.54844681,40.4432346,27.91677872,13,2,3,6.404545455,1.70054081,8.181818182,220,13,4,3,2.386363636,1.70054081,17.72727273,220,13,2,4,6.445454545,1.70054081,3.181818182,220,20210512-0900-jadetweile_Waters,31.07395966,58.59531165,10.27621297,0.054515719,NA
20210512-0930-jadetweile,Unnamed__Tributary_to_Little_Plum_Creek,40.50401125,-79.76016778,05010009,Lower_Allegheny,0501000903,050100090305,Plum_Creek,Allegheny,2021,5,12,Freestone,"6-Dframe_Composite,_200_subsample",24.839,NA,13,7,2,5,2,0,4,5.79,1.35,0,1.6,16,17,14,18,10,14,17,20,10,10,5,6,157,2.7,<25_standardizations,24.82886199,31.26295764,22.66300496,13,2,0,5.786458333,1.347003535,0,192,11,3,0,3.28125,1.308385738,8.333333333,192,11,1,0,5.8125,1.308385738,0,192,20210512-0930-jadetweile_Waters,47.14623882,32.50920568,20.3445555,0,NA
20210512-1115-jadetweile,Bodies_Run,40.51077434,-79.78832664,05010009,Lower_Allegheny,0501000903,050100090305,Plum_Creek,Allegheny,2021,5,12,Freestone,"6-Dframe_Composite,_200_subsample",32.357,NA,11,5,3,2,1,6,7,5.89,1.59,19.4,24.5,18,19,13,18,13,12,20,13,8,9,15,15,173,2.3,<25_standardizations,32.3657654,40.23670425,32.86144733,11,3,6,5.888888889,1.589566814,19.44444444,216,11,4,3,2.24537037,1.589566814,23.61111111,216,11,3,7,5.861111111,1.589566814,19.44444444,216,20210512-1115-jadetweile_Waters,0,100,0,0,NA
20210513-0955-drebuck,Pine_Creek,40.88203288,-77.41878378,02050301,Lower_Susquehanna-Penns,0205030102,020503010202,Voneida_Run-Pine_Creek,Centre,2021,5,13,Freestone,"6-Dframe_Composite,_200_subsample",49.7413,58.9456,19,15,11,3,10,13,16,5.05,1.91,17.7,0.5,15,16,15,14,15,16,8,8,15,15,14,11,162,33.8,<25_standardizations,49.73997144,40.76735669,39.7723708,19,11,13,5.05,1.908879217,17.72727273,220,14,4,3,0.909090909,1.686993257,1.818181818,220,14,8,9,5.340909091,1.686993257,11.81818182,220,20210513-0955-drebuck_Watershed,4.592209433,73.77643087,20.80511737,0.826242325,NA
20210513-1420-drebuck,Pine_Creek,40.89473099,-77.37535965,02050301,Lower_Susquehanna-Penns,0205030102,020503010202,Voneida_Run-Pine_Creek,Centre,2021,5,13,Freestone,"6-Dframe_Composite,_200_subsample",61.571,NA,27,15,11,2,11,15,19,4.25,2.33,32,5.3,14,14,18,13,16,17,11,10,14,16,15,12,170,22.8,<25_standardizations,61.55593806,43.17216821,48.19929114,27,11,15,4.247572816,2.325271316,32.03883495,206,17,3,3,1.414634146,2.064900855,4.87804878,205,17,8,10,4.609756098,2.064900855,25.85365854,205,20210513-1420-drebuck_Watershed,4.139752928,85.9880587,8.72539588,1.146792493,NA
20210514-1115-tdaley,Sawkill_Creek,41.34652463,-74.83685204,02040104,Middle_Delaware,0204010407,020401040701,Sawkill_Creek,Pike,2021,5,14,Freestone,"6-Dframe_Composite,_200_subsample",82.2578,NA,35,22,17,7,12,25,30,3.44,2.99,48.5,3,18,19,18,16,20,18,20,19,18,19,19,19,223,14.4,<25_standardizations,84.05913267,58.78245365,63.62929228,35,17,25,3.435,2.993994924,48.5,200,23,8,9,1.407035176,2.586554601,17.5879397,199,23,12,13,3.924623116,2.586554601,41.70854271,199,20210514-1115-tdaley_Watershed_,8.767329442,80.42685151,0.23941992,10.56639912,NA
20210514-1210-tdaley,Dimmick_Meadow_Brook,41.34668473,-74.83679808,02040104,Middle_Delaware,0204010407,020401040701,Sawkill_Creek,Pike,2021,5,14,Freestone,"6-Dframe_Composite,_200_subsample",90.3251,NA,30,23,19,4,11,39,35,2.9,2.74,57.2,0,18,18,18,16,20,18,20,18,15,17,19,18,215,2.6,<25_standardizations,90.7532893,66.33172292,70.16195394,30,19,39,2.900497512,2.737882805,57.21393035,201,21,9,18,1.268656716,2.527855304,36.8159204,201,21,14,21,3.134328358,2.527855304,46.76616915,201,20210514-1210-tdaley_Watershed_,2.112585341,89.6560608,0.077289708,8.15406415,NA
20210517-1000-jagrassi,Unnamed__Tributary_to_Deer_Creek,41.2110403,-79.45238315,05010005,Clarion,0501000509,050100050903,Deer_Creek-Clarion_River,Clarion,2021,5,17,Freestone,"6-Dframe_Composite,_200_subsample",62.1843,NA,12,9,8,4,0,20,15,2.51,1.42,88.8,0,16,12,14,15,20,15,14,14,18,20,20,20,198,1,<25_standardizations,63.01276338,59.81020384,59.99519443,12,8,20,2.511627907,1.415936391,88.8372093,215,10,7,9,0.38277512,1.294430163,88.03827751,209,10,7,15,1.894736842,1.294430163,91.38755981,209,20210517-1000-jagrassi_Watershe,19.23566879,73.78980892,6.910828025,0.063694268,NA
20210517-1110-drebuck,Oswayo_Creek,41.92030021,-78.02139502,05010001,Upper_Allegheny,0501000102,050100010202,Clara_Creek-Oswayo_Creek,Potter,2021,5,17,Freestone,"6-Dframe_Composite,_200_subsample",61.934,NA,29,17,12,6,9,15,19,4.75,2.59,21.8,4.7,17,18,16,17,18,17,18,19,16,15,12,13,196,24.3,<25_standardizations,61.93847907,49.53399996,48.85140149,29,12,15,4.748815166,2.590332446,21.80094787,211,21,6,3,1.699029126,2.245846995,11.16504854,206,21,8,10,5.077669903,2.245846995,18.44660194,206,20210517-1110-drebuck_Watershed,3.180069451,88.15434936,8.131006758,0.53457443,NA
