STATIONID,STREAM_NAME,LAT,LONG,YEAR,MONTH,DAY,AREAsqmi,Regular_IBI,SPEAR_IBI,IBI_Adjusted_Abundance_,SIBI-AIBI,SIBI-RIBI,S_IBI_Total_Taxa_Richness,S_IBI_EPT_Taxa_Richness,S_IBI_Beck's_Index,S_IBI_Hilsenhoff_Biotic_Index,S_IBI_Shannon_Diversity_Index,S_IBI_Percent_Sensitive_Individuals,S_IBI_Total_Individuals_Sampled,A_IBI_Total_Taxa_Richness,A_IBI_EPT_Taxa_Richness,A_IBI_Beck's_Index,A_IBI_Hilsenhoff_Biotic_Index,A_IBI_Shannon_Diversity_Index,A_IBI_Percent_Sensitive_Individuals,A_IBI_Total_Individuals_Sampled,Impaired-0_Attaining-1,Urban,Forested,Agriculture,OpenWaterWetland_,INST_COVER,EPI_SUB,R_IBI_Total_Taxa_Richness,R_IBI_EPT_Taxa_Richness,R_IBI_Beck's_Index,R_IBI_Hilsenhoff_Biotic_Index,R_IBI_Shannon_Diversity_Index,R_IBI_Percent_Sensitive_Individuals,R_IBI_Total_Individuals_Sampled,EMBEDDED,VELO_DEPTH,CHAN_ALT,SED_DEP,FREQ_RIFF,CHAN_FLOW,COND_BANKS,BANK_VEG,GRAZING,RIP_VEG_ZO,HAB_TOTAL,DESIGNATED_USE,IBI_Impairment_Threshold,Impaired-0_Attaining-1
20210408-0930-rwhiteash,Robinson_Fork,40.00539908,-80.46663734,2021,4,8,14,53.50896351,43.11884665,44.88592519,-1.767078539,-10.39011686,20,6,8,5.033175355,2.104265885,9.004739336,211,20,9,4,5.236966825,2.104265885,15.63981043,211,1,6.488864449,73.86707326,19.5765741,0.06748819,19,20,25,11,7,5.028169014,2.364458897,21.12676056,213,19,19,19,18,20,20,17,13,15,19,218,WWF,50,1
20210408-1101-mhoger,Unnamed__Tributary_to_Robinson_Fork,40.03349602,-80.46668064,2021,4,8,1.2,68.1935799,51.06517123,56.13426103,-5.069089798,-17.12840867,16,7,14,3.953917051,1.966792863,34.56221198,217,16,10,16,3.99078341,1.966792863,42.85714286,217,1,6.546990496,74.05843013,19.39457937,0,18,15,19,11,19,3.124423963,2.252079105,67.74193548,217,17,19,19,14,19,15,8,12,8,13,177,WWF,50,1
20210408-1251-mhoger,Robinson_Fork,40.04289644,-80.44432567,2021,4,8,6.9,59.91715032,42.57326226,49.05078956,-6.477527297,-17.34388806,17,5,8,5.004901961,2.135281254,17.15686275,204,17,8,11,4.573529412,2.135281254,25.49019608,204,1,6.299534693,71.52426241,22.05348469,0.122718208,11,10,23,10,14,4.225490196,2.515136475,34.80392157,204,13,17,18,10,13,15,7,10,8,12,144,WWF,50,1
20210412-1000-mbrickner,Unnamed__Tributary_to_Marsh_Creek,40.06573164,-75.70460162,2021,4,12,0.9,36.01478369,32.4403395,33.3695699,-0.929230396,-3.574444186,14,2,0,5.472222222,1.907217667,16.2037037,216,14,4,4,5.305555556,1.907217667,1.388888889,216,0,53.45833333,26.625,16.375,3.541666667,15,16,17,4,4,5.282407407,2.014625556,3.703703704,216,11,12,14,11,17,18,14,16,8,6,158,HQ-CWF,63,0
20210412-1130-mbrickner,Unnamed__Tributary_to_Marsh_Creek,40.07632179,-75.70900983,2021,4,12,1.4,41.24401611,33.594318,37.72370246,-4.129384456,-7.649698106,16,4,4,5.68159204,1.85103602,2.985074627,201,16,6,7,5.213930348,1.85103602,3.482587065,201,0,57.13897937,14.44082519,26.19435396,2.225841477,10,11,21,6,5,5.128712871,2.025557665,6.930693069,202,9,18,16,8,9,18,10,17,18,18,162,HQ-CWF,63,0
20210412-1230-mbrickner,Black_Horse_Creek,40.09044984,-75.71901616,2021,4,12,3.6,44.22345852,34.09860366,36.84448861,-2.745884955,-10.12485486,17,4,2,5.434146341,1.767547613,7.317073171,205,17,6,4,5.331707317,1.767547613,6.829268293,205,0,0,0,29.41176471,70.58823529,16,17,23,8,5,5.189320388,2.022651534,8.737864078,206,13,18,15,15,16,18,14,16,15,9,182,HQ-CWF,63,0
20210412-1330-mbrickner,Marsh_Creek,40.0890837,-75.73058843,2021,4,12,8.8,66.94156967,50.03162952,57.32004153,-7.28841201,-16.90994015,21,9,11,4.804651163,2.341348509,12.09302326,215,21,11,14,4.493023256,2.341348509,30.23255814,215,1,12.06576226,47.50937708,31.66824412,8.756616539,17,16,28,12,20,4.004651163,2.564178685,31.62790698,215,15,18,17,14,12,18,14,14,12,15,182,HQ-CWF,63,1
20210412-1530-mbrickner,Pine_Creek,40.42734415,-75.69876489,2021,4,12,3.6,83.16824505,53.55425255,71.77567157,-18.22141902,-29.6139925,25,9,15,4.660194175,2.377157819,8.252427184,206,25,14,25,3.742718447,2.377157819,46.60194175,206,1,6.17838482,78.76065634,12.3476029,2.713355945,16,18,30,15,41,3.355769231,2.502101287,50.48076923,208,17,15,18,16,19,20,17,19,17,15,207,EV,63,1
20210413-0742-mshank,Brush_Creek,39.84376557,-78.8110754,2021,4,13,33.2,85.55939251,43.69766232,58.3139509,-14.61628858,-41.86173019,21,6,8,5,2.20992467,5.911330049,203,21,10,11,3.733990148,2.20992467,42.36453202,203,1,5.360558284,80.26260016,14.23933833,0.137503231,15,18,30,16,31,2.626213592,2.521966114,65.53398058,206,18,17,16,19,18,19,17,18,20,19,214,HQ-CWF,63,1
20210413-0805-rwhiteash,Unnamed__Tributary_to_Brush_Creek,39.84328987,-78.81090939,2021,4,13,0.9,92.24385071,52.82912296,74.91702849,-22.08790553,-39.41472775,21,10,11,4.728643216,2.458085997,17.5879397,199,21,15,19,2.452261307,2.458085997,65.82914573,199,1,4.780719083,70.40695377,24.81232714,0,14,17,26,17,36,1.800995025,2.635197017,83.08457711,201,19,16,20,14,19,14,15,19,20,20,207,HQ-CWF,63,1
20210413-0955-drebuck,Unnamed__Tributary_to_Pine_Creek,40.92635184,-77.38166752,2021,4,13,1.5,88.91765857,54.23048485,72.32224921,-18.09176436,-34.68717372,22,8,16,4.448780488,2.389317663,19.02439024,205,22,13,20,2.8,2.389317663,62.43902439,205,1,0.903861956,98.79485073,0.301287319,0,16,19,28,17,32,2.053398058,2.531611166,74.75728155,206,18,17,18,17,19,16,20,18,17,15,210,EV,63,1
20210413-0958-mshank,Brush_Creek,39.86778615,-78.81727233,2021,4,13,28.1,93.06245175,52.03770107,64.82449206,-12.78679099,-41.02475068,24,8,14,4.528301887,2.247080353,12.26415094,212,24,12,12,3.344339623,2.247080353,51.41509434,212,1,5.065272864,80.99998767,13.77571775,0.159021708,19,19,34,19,30,2.107981221,2.57071792,77.9342723,213,18,18,16,18,20,18,17,16,14,17,210,HQ-CWF,63,1
20210413-1100-rwhiteash,Unnamed__Tributary_to_Hillegas_Run,39.92135829,-78.8113685,2021,4,13,1.5,86.04366206,48.52326843,62.14077985,-13.61751142,-37.52039363,20,8,11,4.747524752,2.289975322,12.37623762,202,20,12,16,3.603960396,2.289975322,40.59405941,202,1,2.556285178,78.98686679,18.45684803,0,19,18,28,15,28,2.301980198,2.678097491,76.23762376,202,19,19,18,13,18,14,12,17,18,15,200,HQ-CWF,63,1
20210413-1146-mshank,Hillegas_Run,39.92163316,-78.81426885,2021,4,13,1.7,33.31748571,29.25251698,28.447919,0.804597982,-4.064968728,9,4,8,4.894495413,1.04875074,5.504587156,218,9,5,8,5.756880734,1.04875074,5.963302752,218,0,7.273528764,67.68789949,24.99448975,0.044081993,13,12,11,5,8,5.371559633,1.218058716,16.51376147,218,11,16,18,8,14,15,13,17,19,19,175,HQ-CWF,63,0
20210413-1200-drebuck,Unnamed__Tributary_to_Pine_Creek,40.91421566,-77.39165724,2021,4,13,0.6,76.85656599,48.16781693,64.74924357,-16.58142664,-28.68874906,22,8,8,5.142156863,2.457892661,11.2745098,204,22,12,17,3.995098039,2.457892661,45.58823529,204,1,5.921052632,59.4924812,34.58646617,0,16,15,31,14,22,3.593301435,2.8641776,47.84688995,209,14,17,16,11,15,18,13,16,13,7,171,EV,63,1
20210413-1236-rwhiteash,Hillegas_Run,39.92695196,-78.82195975,2021,4,13,1.7,23.97838564,21.27614469,21.77297582,-0.496831129,-2.702240949,6,2,5,4.922374429,0.601168569,1.826484018,219,6,3,7,5.753424658,0.601168569,4.109589041,219,0,8.661926309,62.5727214,28.76535229,0,7,12,7,3,7,5.575342466,0.675600708,8.675799087,219,8,13,16,11,16,15,9,10,11,9,137,HQ-CWF,63,0
20210413-1328-mshank,Unnamed__Tributary_to_Hillegas_Run,39.92206389,-78.8075597,2021,4,13,1,89.14116409,55.08106241,72.0322121,-16.95114969,-34.06010167,20,11,14,4.571428571,2.444465583,19.21182266,203,20,15,19,2.832512315,2.444465583,58.12807882,203,1,0.370121131,94.44818304,5.181695828,0,15,18,25,17,29,1.733009709,2.668378144,86.40776699,206,18,16,16,19,19,16,15,17,13,11,193,HQ-CWF,63,1
20210413-1410-drebuck,Unnamed__Tributary_to_Elk_Creek,40.91371401,-77.42684868,2021,4,13,0.8,89.21839117,56.48944982,72.02815837,-15.53870855,-32.72894135,26,11,14,4.948598131,2.506553535,13.08411215,214,26,14,20,3.401869159,2.506553535,49.06542056,214,1,0.050075113,99.94992489,0,0,16,19,34,18,33,2.884259259,2.694638047,60.64814815,216,17,16,18,14,19,17,17,18,17,14,202,HQ-CWF,63,1
20210414-0742-rwhiteash,Hillegas_Run,39.91156505,-78.81932859,2021,4,14,3.7,58.54561027,36.11069053,46.28676328,-10.17607275,-22.43491975,13,4,8,4.218009479,1.96658002,19.62085308,211,13,7,9,3.611374408,1.96658002,54.17061611,211,0,5.050896752,72.46728066,22.46243335,0.019389239,15,15,16,7,15,2.393364929,0,79.76303318,211,15,14,19,15,17,14,10,16,17,15,182,HQ-CWF,63,0
20210414-0900-mbrickner,Unnamed__Tributary_to_Sixpenny_Creek,40.2402529,-75.77777997,2021,4,14,1,90.24829154,56.14934165,74.7683111,-18.61896945,-34.09894989,22,11,17,4.75,2.460732895,14.21568627,204,22,13,21,2.666666667,2.460732895,69.11764706,204,1,5.059021922,94.94097808,0,0,18,18,28,15,37,1.917073171,2.591246209,76.09756098,205,14,14,19,15,20,20,19,17,20,20,214,HQ-CWF,63,1
20210414-0904-rwhiteash,Hillegas_Run,39.90458439,-78.82478027,2021,4,14,6.4,70.0784139,47.42583472,59.6633487,-12.23751398,-22.65257918,17,6,8,4.144927536,2.195585363,26.57004831,207,17,8,12,3.560386473,2.195585363,64.73429952,207,1,5.408707241,73.68391826,20.89626833,0.011106175,16,19,22,9,18,2.697115385,2.295484022,75,208,17,19,19,17,16,19,15,18,20,20,215,HQ-CWF,63,1
20210414-0923-twertz,Laurel_Creek,40.76365884,-77.59392444,2021,4,14,2.5,90.22301056,56.30930005,70.41102852,-14.10172847,-33.91371051,21,9,14,3.96969697,2.401679247,26.76767677,198,21,12,22,3.101010101,2.401679247,58.08080808,198,1,5.60965574,91.33177891,0.384035112,2.674530243,19,19,29,16,33,2.130653266,2.597405958,79.89949749,199,18,18,18,18,20,19,18,19,18,19,223,HQ-CWF,63,1
20210414-0940-drebuck,Unnamed__Tributary_to_Pine_Creek,40.90567459,-77.35908332,2021,4,14,1.4,41.37995528,32.39029631,34.39617877,-2.005882457,-8.989658967,15,3,0,5.566137566,1.974369397,7.936507937,189,15,4,3,5.80952381,1.974369397,9.523809524,189,0,5.272727273,30.06060606,64.66666667,0,15,7,23,4,5,5.994818653,2.348340327,10.88082902,193,5,12,8,7,7,15,12,11,7,5,111,HQ-CWF,63,0
20210414-1023-rwhiteash,Unnamed__Tributary_to_Hillegas_Run,39.90380186,-78.8278221,2021,4,14,2.5,92.15737058,46.05429388,63.12881808,-17.0745242,-46.1030767,20,6,13,4.875621891,2.16094847,9.452736318,201,20,12,17,3.228855721,2.16094847,43.28358209,201,1,4.587026875,72.660757,22.73814549,0.014070635,13,15,31,18,32,2.029268293,2.49106419,80,205,15,16,20,10,17,14,14,16,20,16,186,HQ-CWF,63,1
20210414-1027-twertz,Greens_Valley_Stream,40.75670943,-77.58526506,2021,4,14,2.7,66.6674364,58.70846552,59.54921012,-0.840744597,-7.958970878,14,7,11,1.965346535,1.699725268,72.27722772,202,14,8,13,2.504950495,1.699725268,73.26732673,202,1,2.381274523,97.61872548,0,0,19,20,17,10,16,2.480392157,1.834788417,81.8627451,204,18,19,20,20,20,20,19,20,20,20,235,HQ-CWF,63,1
20210414-1030-jbrancato,Bennett_Branch_Sinnemahoning_Creek,41.34099098,-78.1933023,2021,4,14,355.1,98.67839475,68.15733197,84.05485209,-15.89752012,-30.52106279,23,12,17,4.479820628,2.178127134,17.93721973,223,23,13,16,2.878923767,2.178127134,82.95964126,223,1,3.796100294,92.30798388,2.709209271,1.186706554,17,17,32,22,31,2.517857143,2.63321254,79.01785714,224,16,17,17,16,17,19,14,18,18,16,202,CWF,50,1
20210414-1040-smeans,Kettle_Creek,41.55914667,-77.68152199,2021,4,14,43.5,92.98407261,65.85080021,74.82313477,-8.972334563,-27.1332724,26,12,27,4.491803279,2.655431103,18.03278689,183,26,17,22,3.710382514,2.655431103,44.26229508,183,1,3.04112083,86.9569003,9.767681165,0.234297701,18,19,32,21,40,2.842391304,2.877951346,61.41304348,184,19,17,19,19,19,20,17,17,17,15,216,EV,63,1
20210414-1115-jbrancato,Bennett_Branch_Sinnemahoning_Creek,41.35292655,-78.26436821,2021,4,14,249.3,99.65086733,55.42803386,77.59760015,-22.16956629,-44.22283347,22,6,11,4.682242991,2.169820767,14.48598131,214,22,11,11,3.018691589,2.169820767,76.63551402,214,1,4.059757107,91.17057687,3.403808998,1.365857025,17,17,31,17,23,2.322580645,2.800088835,73.2718894,217,14,17,16,15,17,18,13,18,18,16,196,CWF,50,1
20210414-1158-rwhiteash,Panther_Run,39.88514358,-78.85334719,2021,4,14,3,78.25967681,46.00306635,63.10946608,-17.10639973,-32.25661046,17,6,11,4.323275862,2.089694268,17.67241379,232,17,11,15,3,2.089694268,59.48275862,232,1,3.851801649,83.53100644,12.61719191,0,14,15,23,13,20,1.884615385,2.253921945,86.75213675,234,15,18,18,12,19,12,14,14,14,10,175,HQ-CWF,63,1
20210414-1230-jbrancato,Bennett_Branch_Sinnemahoning_Creek,41.3135638,-78.38046309,2021,4,14,229.3,95.21496571,75.72750792,91.99491335,-16.26740543,-19.48745779,30,12,14,4.444444444,2.815927651,27.0531401,207,30,15,18,3.449275362,2.815927651,57.97101449,207,1,4.112806698,91.01902211,3.527384213,1.340786983,17,17,41,22,31,3.23255814,3.280545426,49.30232558,215,16,18,16,16,17,18,17,18,18,16,204,CWF,50,1
20210414-1300-smeans,Kettle_Creek,41.40200924,-77.92059954,2021,4,14,207.7,98.11900531,59.17197262,81.23230123,-22.06032861,-38.94703269,24,9,9,4.95215311,2.283597233,18.66028708,209,24,13,14,3.507177033,2.283597233,61.24401914,209,1,4.832713755,86.24535316,5.94795539,2.973977695,20,18,32,16,26,2.671361502,2.719827614,62.44131455,213,18,18,15,18,17,20,15,14,13,12,198,EV,63,1
20210414-1315-jbrancato,Bennett_Branch_Sinnemahoning_Creek,41.3123595,-78.38901061,2021,4,14,173.8,86.39361546,58.45844042,71.39407502,-12.93563459,-27.93517503,25,11,17,4.712820513,2.440157094,18.46153846,195,25,12,17,3.225641026,2.440157094,64.1025641,195,1,4.356630661,90.77750927,3.400663679,1.465196394,17,18,37,19,30,3.353233831,1.987863776,38.30845771,201,17,17,19,16,18,18,17,19,19,17,212,CWF,50,1
20210414-1337-rwhiteash,Brush_Creek,39.87369978,-78.86392229,2021,4,14,10.3,86.52531954,47.73335103,67.8273014,-20.09395037,-38.79196851,21,9,8,4.753623188,2.187992274,11.11111111,207,21,14,15,3.333333333,2.187992274,60.38647343,207,1,5.167718366,86.5692461,8.10362006,0.159415477,18,16,29,19,24,2.47826087,2.579277478,71.98067633,207,15,17,14,11,19,13,10,19,16,12,180,HQ-CWF,63,1
20210414-1345-drebuck,Unnamed__Tributary_to_Pine_Creek,40.90187053,-77.400938,2021,4,14,0.9,49.76987379,38.92007805,41.3161179,-2.39603985,-10.84979574,18,4,6,5.428571429,2.362222765,2.678571429,224,18,6,5,5.888392857,2.362222765,12.94642857,224,0,4.359599242,58.13701598,37.09721094,0.406173842,15,14,25,7,10,5.756637168,2.59186396,14.15929204,226,13,16,14,8,14,17,12,12,10,7,152,EV,63,0
20210415-0728-rwhiteash,Brush_Creek,39.84984652,-78.93401912,2021,4,15,1.3,81.81970536,49.94953562,72.60049105,-22.65095543,-31.87016974,20,9,14,5.018518519,2.281123369,11.57407407,216,20,14,24,2.708333333,2.281123369,57.87037037,216,1,5.380181169,81.0870162,13.42300302,0.109799616,19,20,23,15,31,2.131455399,0,68.54460094,213,17,18,20,18,19,15,17,14,14,13,204,HQ-CWF,63,1
20210415-0755-shawnmille,Mains_Run,39.99802158,-77.48631453,2021,4,15,1.2,58.15760393,43.42249376,47.58968655,-4.167192787,-14.73511017,15,8,8,4.981818182,1.821470909,22.27272727,220,15,8,14,4.409090909,1.821470909,24.09090909,220,1,5.636363636,94.36363636,0,0,18,18,19,8,15,3.382882883,2.126639446,45.4954955,222,19,18,20,17,18,20,18,20,20,14,220,CWF,50,1
20210415-0838-rwhiteash,Brush_Creek,39.85221752,-78.91939001,2021,4,15,1.9,88.04892228,46.6375046,66.1306421,-19.4931375,-41.41141768,21,8,11,5.170403587,2.235241226,6.278026906,223,21,13,15,3.493273543,2.235241226,56.50224215,223,1,5.432710637,76.70606176,17.78497903,0.07624857,13,15,32,16,27,2.464285714,0,72.32142857,224,13,15,19,16,16,20,13,14,14,13,181,HQ-CWF,63,1
20210415-0900-shawnmille,Burd_Run,40.01024978,-77.46189845,2021,4,15,3.8,74.68595312,58.2560324,64.36558009,-6.109547693,-16.42992072,17,9,8,3.0657277,2.182575331,57.27699531,213,17,10,17,2.755868545,2.182575331,60.56338028,213,1,7.315014536,92.68498546,0,0,14,20,24,11,25,2.587962963,2.328468249,66.66666667,216,18,17,17,17,20,20,18,13,15,13,202,CWF,50,1
20210415-0930-smeans,Unnamed__Tributary_to_Norris_Brook,41.76935772,-77.24074953,2021,4,15,3.7,65.87167982,51.30895642,53.98376664,-2.674810224,-14.5627234,16,7,11,3.413461538,1.781668952,42.30769231,208,16,8,12,3.721153846,1.781668952,52.40384615,208,1,9.399279894,43.50009475,44.06859958,3.032025772,10,12,20,10,18,3.354066986,2.018373543,69.37799043,209,14,14,14,12,18,15,10,12,16,13,160,TSF ,50,1
20210415-1015-rwhiteash,Brush_Creek,39.86608683,-78.90373808,2021,4,15,4.1,90.82503874,53.48782335,67.65748763,-14.16966428,-37.33721539,20,9,11,4.271794872,2.51349395,21.53846154,195,20,13,18,3.482051282,2.51349395,51.79487179,195,1,5.768581081,79.90709459,14.29054054,0.033783784,18,18,33,18,31,2.867346939,2.870904194,67.85714286,196,16,18,20,13,18,15,15,18,20,20,209,HQ-CWF,63,1
20210415-1030-jbrancato,Bennett_Branch_Sinnemahoning_Creek,41.28961432,-78.39623513,2021,4,15,167,86.02531853,49.26126943,63.21607298,-13.95480355,-36.7640491,21,8,14,5.052631579,2.209591807,12.44019139,209,21,11,12,3.4784689,2.209591807,57.89473684,209,1,4.386379085,90.75528836,3.44389676,1.414435793,17,16,30,18,28,2.702830189,0.662597246,61.79245283,212,13,17,16,16,17,18,16,17,17,16,196,CWF,50,1
20210415-1030-smeans,Unnamed__Tributary_to_Norris_Brook,41.82332222,-77.28024206,2021,4,15,13.5,65.28673525,42.55663913,53.96409915,-11.40746002,-22.73009612,19,4,8,4.685990338,2.054625437,15.4589372,207,19,8,10,4.236714976,2.054625437,46.37681159,207,1,7.150579539,55.29379227,36.09483821,1.460789983,13,13,25,13,16,4.115384615,0,44.23076923,208,12,15,15,13,17,16,12,13,17,16,172,TSF ,50,1
20210415-1035-dushull,Yellow_Breeches_Creek,40.04448682,-77.42176876,2021,4,15,3.6,53.43924153,41.92824718,47.31201089,-5.383763707,-11.51099435,11,5,8,4.521327014,1.783776593,34.5971564,211,11,6,12,3.682464455,1.783776593,39.81042654,211,0,4.451038576,95.44574894,0.103212489,0,17,18,14,7,14,3.295774648,1.943869328,45.5399061,213,14,17,20,19,20,20,20,20,18,16,219,HQ-CWF,63,0
20210415-1110-dushull,Unnamed__Tributary_to_Yellow_Breeches_Creek,40.05639615,-77.40761459,2021,4,15,3.5,66.3818027,47.60287429,52.3755559,-4.772681615,-18.77892842,17,7,10,4.425233645,2.053179121,25.70093458,214,17,11,13,4.495327103,2.053179121,26.1682243,214,0,3.511852502,96.40035119,0.043898156,0.043898156,20,18,23,10,18,3.194444444,0,56.48148148,216,17,18,20,19,20,20,17,20,20,20,229,HQ-CWF,63,1
20210415-1115-jbrancato,Bennett_Branch_Sinnemahoning_Creek,41.28015857,-78.44780647,2021,4,15,134.1,63.16710787,55.11950226,53.06504187,2.054460392,-8.047605608,23,8,11,5.028846154,2.443298987,36.53846154,208,23,10,10,4.961538462,2.443298987,18.75,208,1,4.55027591,89.87299713,4.137497412,1.439229548,16,17,30,12,16,4.610328638,1.68751262,18.30985915,213,12,17,18,13,17,18,17,18,18,17,198,CWF,50,1
20210415-1215-dushull,Unnamed__Tributary_to_Yellow_Breeches_Creek,40.08628316,-77.27189558,2021,4,15,1.8,63.96791773,54.4036849,52.13492813,2.268756772,-9.564232825,16,8,13,3.328431373,1.754513226,49.01960784,204,16,7,12,3.745098039,1.754513226,48.52941176,204,0,0.637755102,99.3622449,0,0,16,18,19,7,14,2.736585366,0,79.51219512,205,15,18,18,19,18,20,15,18,18,17,210,HQ-CWF,63,1
20210415-1230-efilip,Valley_Creek,40.02584344,-75.63143051,2021,4,15,5.5,21.94441597,23.86759401,20.68141364,3.186180371,1.923178038,12,2,2,5.330232558,0.910074611,1.395348837,215,12,1,0,5.893023256,0.910074611,0,215,0,56.31299577,21.97769428,20.14075267,1.568557285,10,15,13,1,1,5.874418605,0,0.930232558,215,9,13,13,7,12,18,4,15,9,9,134,CWF,50,0
20210415-1430-efilip,Valley_Creek,40.0299776,-75.62256238,2021,4,15,5.4,32.92996938,32.4238379,29.69252639,2.731311507,-0.506131485,16,5,4,5.244131455,1.19217427,7.511737089,213,16,4,4,5.605633803,1.19217427,1.877934272,213,0,51.60924751,22.3859172,24.4258084,1.579026896,8,13,21,3,4,5.564814815,0,2.777777778,216,7,13,12,6,12,18,7,16,7,8,127,CWF,50,0
20210415-1510-efilip,Valley_Creek,40.03105163,-75.62051245,2021,4,15,3.9,23.75948421,26.72147286,22.34231634,4.379156525,2.961988654,12,2,2,5.117924528,1.164609594,6.132075472,212,12,1,0,5.806603774,1.164609594,0,212,0,48.26738965,23.62111328,27.02702703,1.08447005,11,15,14,1,0,5.807511737,0.043832347,0,213,9,13,13,8,14,17,7,10,7,7,131,CWF,50,0
20210419-0703-mshank,Unnamed__Tributary_to_Penns_Creek,40.84980609,-77.42534023,2021,4,19,2.4,89.03282776,54.74137062,70.83845936,-16.09708874,-34.29145713,24,10,17,4.846534653,2.292619358,12.37623762,202,24,13,17,2.95049505,2.292619358,60.89108911,202,1,4.748283753,93.79290618,1.458810069,0,19,18,29,16,33,2.074257426,0,76.73267327,202,7,19,15,12,19,20,17,19,19,17,201,HQ-CWF,63,1
20210419-0725-twertz,Unnamed__Tributary_to_Penns_Creek,40.85107353,-77.42297205,2021,4,19,2.4,95.38850785,53.18045294,67.33312639,-14.15267345,-42.20805491,23,10,14,4.753694581,2.239853435,14.28571429,203,23,13,22,3.738916256,2.239853435,44.33497537,203,1,3.566591422,95.04890895,1.264108352,0.120391272,18,19,33,18,43,2.357843137,0,76.47058824,204,17,18,20,19,20,18,15,16,19,20,219,HQ-CWF,63,1
20210419-0821-twertz,Bear_Run,40.89921383,-77.27132982,2021,4,19,3.3,96.88445459,62.36079722,74.10322067,-11.74242345,-34.52365737,23,13,17,4.400943396,2.602901153,26.41509434,212,23,17,23,3.485849057,2.602901153,45.28301887,212,1,3.252983852,96.58319682,0.163819331,0,20,20,31,20,43,2.20754717,0,77.35849057,212,17,20,19,18,20,20,19,20,18,18,229,HQ-CWF,63,1
20210419-0900-MifflinCCD,Kishacoquillas_Creek,40.55618482,-77.78092804,2021,4,19,5,19.97061999,19.41529129,16.33114619,3.084145096,-0.555328701,8,1,0,6.073059361,1.102964603,0,219,8,1,1,7.831050228,1.102964603,0.456621005,219,0,7.362465062,41.20935306,51.42818188,0,8,8,10,2,3,7.764444444,0,0.888888889,225,7,5,8,8,6,16,4,10,6,2,88,CWF,50,0
20210419-0923-twertz,Cherry_Run,40.86904269,-77.33750236,2021,4,19,2.8,88.9591637,49.8066772,61.07966714,-11.27298993,-39.15248649,18,8,14,4.644549763,2.327019334,15.16587678,211,18,11,19,3.872037915,2.327019334,39.81042654,211,1,4.340168575,95.63467103,0.025160398,0,20,20,26,16,35,2.255924171,0,76.30331754,211,19,20,19,19,20,20,19,19,19,19,233,EV,63,1
20210419-0930-jagrassi,Leisure_Run,41.02038178,-79.33158739,2021,4,19,5.2,31.53308309,29.35579946,29.5675131,-0.21171364,-2.177283633,13,4,3,5.235294118,1.319659001,2.450980392,204,13,4,6,5.725490196,1.319659001,1.960784314,204,0,7.135658133,67.33857421,25.05543237,0.470335282,14,10,16,4,6,5.673170732,0,1.951219512,205,10,11,13,10,10,13,5,10,10,10,126,CWF,50,0
20210419-1020-jadetweile,Minnow_Run,40.09884587,-79.37725476,2021,4,19,1.1,1.178722634,7.842555234,1.761637932,6.080917302,6.6638326,2,0,0,6.958974359,0.100028265,0,195,2,0,0,9.917948718,0.100028265,0,195,0,39.13043478,46.85990338,14.00966184,0,12,18,2,0,0,9.917948718,0,0,195,17,17,13,13,12,17,9,16,6,13,163,CWF,50,0
20210419-1030-jagrassi,Leisure_Run,41.00780484,-79.32859437,2021,4,19,6.6,25.92844205,35.31135531,31.9248371,3.386518209,9.382913259,13,5,2,4.99047619,1.811708136,13.33333333,210,13,3,2,5.419047619,1.811708136,9.523809524,210,0,6.89335731,67.44046646,25.28472563,0.381450602,15,10,19,4,3,5.396226415,0,10.37735849,212,10,13,13,12,10,13,14,14,14,15,153,CWF,50,0
20210419-1030-smeans,Onion_Run,41.32143457,-77.93218254,2021,4,19,0.6,70.83472447,64.41411827,68.44712157,-4.033003303,-6.420606203,15,7,14,1.271028037,1.639736588,79.90654206,214,15,10,21,1.074766355,1.639736588,85.98130841,214,1,4.408352668,94.66357309,0.928074246,0,11,7,16,11,23,0.911627907,0,93.95348837,215,14,9,18,17,19,9,19,16,15,13,167,EV,63,1
20210419-1055-jadetweile,Minnow_Run,40.09940449,-79.37804776,2021,4,19,1.1,28.53591284,33.45843947,27.6813794,5.777060071,4.922526631,14,6,11,5.979899497,1.158284065,6.532663317,199,14,6,8,8.150753769,1.158284065,6.532663317,199,0,37.07802988,48.92086331,14.00110681,0,7,14,16,6,7,8.15920398,1.212031858,6.467661692,201,14,15,13,7,17,18,9,13,15,15,157,CWF,50,0
20210419-1100-MifflinCCD,Kishacoquillas_Creek,40.56517906,-77.76981067,2021,4,19,10.5,21.64963174,34.75853682,20.55906523,14.19947159,13.10890508,9,1,2,3.868932039,1.209808941,44.66019417,206,9,1,1,6.325242718,1.209808941,0.485436893,206,0,2.941176471,0,97.05882353,0,14,14,10,1,2,6.323671498,1.23454561,0.483091787,207,13,14,15,13,12,16,15,14,15,11,166,CWF,50,0
20210419-1155-mshank,Panther_Run,40.82846104,-77.41701994,2021,4,19,2.5,70.62061938,63.82455515,63.67365424,0.150900902,-6.796064234,17,10,14,2.31797235,2.058509642,63.59447005,217,17,10,18,2.935483871,2.058509642,60.36866359,217,1,1.99092373,96.8818621,0.146391451,0.98082272,19,20,17,11,20,2.35483871,2.058509642,80.64516129,217,16,20,20,19,20,18,19,20,20,20,231,CWF,50,1
